PercPrey-Ini,PercPred-Ini,PercPrey-Final,PercPred-Final
0.03,0.74,0.015799999237060547,0.014299999922513962
0.03,0.75,0.004575000144541264,0.005849999841302633
0.03,0.76,0.012350000441074371,0.012600000016391277
0.03,0.77,0.01887499913573265,0.013450000435113907
0.03,0.78,0.012924999929964542,0.008550000376999378
0.03,0.79,0.01954999938607216,0.013450000435113907
0.03,0.8,0.015650000423192978,0.014550000429153442
0.03,0.81,0.01145000010728836,0.009349999949336052
0.03,0.8200000000000001,0.0085249999538064,0.00839999970048666
0.03,0.8300000000000001,0.01679999940097332,0.01209999993443489
0.03,0.84,0.006225000135600567,0.006399999838322401
0.03,0.85,0.012299999594688416,0.009850000031292439
0.03,0.86,0.020475000143051147,0.012749999761581421
0.03,0.87,0.04217499867081642,0.012649999931454659
0.03,0.88,0.03714999929070473,0.016750000417232513
0.03,0.89,0.01782499998807907,0.01334999967366457
0.03,0.9,0.026499999687075615,0.01269999984651804
0.03,0.91,0.015949999913573265,0.007499999832361937
0.03,0.92,0.02694999985396862,0.011725000105798244
0.03,0.93,0.0375249981880188,0.01899999938905239
0.03,0.9400000000000001,0.03162499889731407,0.010599999688565731
0.03,0.9500000000000001,0.018124999478459358,0.014525000005960464
0.03,0.96,0.022549999877810478,0.012075000442564487
0.03,0.97,0.2126999944448471,0.03150000050663948
0.03,0.98,0.1266999989748001,0.02710000053048134
0.03,0.99,0.42172500491142273,0.03604999929666519
0.04,0.0,1.0,0.0
0.04,0.01,0.267549991607666,0.03167499974370003
0.04,0.02,0.05050000175833702,0.008849999867379665
0.04,0.03,0.0010000000474974513,0.0012000000569969416
0.04,0.04,0.0001250000059371814,0.0003000000142492354
0.04,0.05,0.0038499999791383743,0.002899999963119626
0.04,0.06,0.0008249999955296516,0.00139999995008111
0.04,0.07,0.000375000003259629,0.000750000006519258
0.04,0.08,0.001075000036507845,0.0018500000005587935
0.04,0.09,0.002099999925121665,0.0032500000670552254
0.04,0.1,0.0019499999471008778,0.002850000048056245
0.04,0.11,0.004000000189989805,0.004650000017136335
0.04,0.12,0.0002749999985098839,0.0005000000237487257
0.04,0.13,0.0015999999595806003,0.00215000007301569
0.04,0.14,0.0008249999955296516,0.0017500000540167093
0.04,0.15,0.0012000000569969416,0.0016499999910593033
0.04,0.16,0.0017500000540167093,0.003100000089034438
0.04,0.17,0.0013749999925494194,0.0024500000290572643
0.04,0.18,0.0013500000350177288,0.002099999925121665
0.04,0.19,0.000699999975040555,0.0013500000350177288
0.04,0.2,0.004875000100582838,0.0071000000461936
0.04,0.21,0.003375000087544322,0.005350000225007534
0.04,0.22,0.00419999985024333,0.0071749999187886715
0.04,0.23,0.003800000064074993,0.005125000141561031
0.04,0.24,0.006949999835342169,0.006750000175088644
0.04,0.25,0.0032999999821186066,0.0052999998442828655
0.04,0.26,0.007499999832361937,0.011500000022351742
0.04,0.27,0.004174999892711639,0.006674999836832285
0.04,0.28,0.004875000100582838,0.006550000049173832
0.04,0.29,0.0023499999660998583,0.0033499998971819878
0.04,0.3,0.0065750000067055225,0.009050000458955765
0.04,0.31,0.0042500002309679985,0.006324999965727329
0.04,0.32,0.004875000100582838,0.006649999879300594
0.04,0.33,0.002850000048056245,0.004449999891221523
0.04,0.34,0.004075000062584877,0.005049999803304672
0.04,0.35000000000000003,0.0049749999307096004,0.005574999842792749
0.04,0.36,0.002950000111013651,0.005350000225007534
0.04,0.37,0.005100000184029341,0.006000000052154064
0.04,0.38,0.005900000222027302,0.007600000128149986
0.04,0.39,0.00559999980032444,0.006500000134110451
0.04,0.4,0.008349999785423279,0.009650000371038914
0.04,0.41000000000000003,0.009999999776482582,0.009549999609589577
0.04,0.42,0.006025000009685755,0.008150000125169754
0.04,0.43,0.007300000172108412,0.008899999782443047
0.04,0.44,0.005975000094622374,0.007600000128149986
0.04,0.45,0.00647500017657876,0.009050000458955765
0.04,0.46,0.004449999891221523,0.006550000049173832
0.04,0.47000000000000003,0.0052999998442828655,0.0066999997943639755
0.04,0.48,0.011474999599158764,0.013700000010430813
0.04,0.49,0.007000000216066837,0.010824999772012234
0.04,0.5,0.009100000374019146,0.010950000025331974
0.04,0.51,0.0052999998442828655,0.0056500001810491085
0.04,0.52,0.00787500012665987,0.00865000020712614
0.04,0.53,0.014600000344216824,0.01575000025331974
0.04,0.54,0.004650000017136335,0.006649999879300594
0.04,0.55,0.0071000000461936,0.007224999833852053
0.04,0.56,0.009700000286102295,0.013650000095367432
0.04,0.5700000000000001,0.0101500004529953,0.012000000104308128
0.04,0.58,0.008425000123679638,0.010425000451505184
0.04,0.59,0.008425000123679638,0.013000000268220901
0.04,0.6,0.006124999839812517,0.007699999958276749
0.04,0.61,0.006599999964237213,0.00865000020712614
0.04,0.62,0.00930000003427267,0.009700000286102295
0.04,0.63,0.00774999987334013,0.009050000458955765
0.04,0.64,0.010075000114738941,0.011850000359117985
0.04,0.65,0.011800000444054604,0.009499999694526196
0.04,0.66,0.014499999582767487,0.015850000083446503
0.04,0.67,0.01679999940097332,0.014999999664723873
0.04,0.68,0.007974999956786633,0.009349999949336052
0.04,0.6900000000000001,0.013375000096857548,0.013700000010430813
0.04,0.7000000000000001,0.01432500034570694,0.011900000274181366
0.04,0.71,0.012199999764561653,0.01269999984651804
0.04,0.72,0.007025000173598528,0.009325000457465649
0.04,0.73,0.011749999597668648,0.013399999588727951
0.04,0.74,0.019574999809265137,0.012550000101327896
0.04,0.75,0.016724999994039536,0.012900000438094139
0.04,0.76,0.010724999941885471,0.011699999682605267
0.04,0.77,0.009399999864399433,0.00989999994635582
0.04,0.78,0.010350000113248825,0.01002500019967556
0.04,0.79,0.010525000281631947,0.011300000362098217
0.04,0.8,0.018674999475479126,0.01614999957382679
0.04,0.81,0.013299999758601189,0.012550000101327896
0.04,0.8200000000000001,0.010599999688565731,0.0101500004529953
0.04,0.8300000000000001,0.012325000017881393,0.010850000195205212
0.04,0.84,0.018149999901652336,0.014499999582767487
0.04,0.85,0.015975000336766243,0.014624999836087227
0.04,0.86,0.014624999836087227,0.014499999582767487
0.04,0.87,0.02905000001192093,0.01720000058412552
0.04,0.88,0.011775000020861626,0.012749999761581421
0.04,0.89,0.013524999842047691,0.012550000101327896
0.04,0.9,0.007724999915808439,0.007350000087171793
0.04,0.91,0.009025000035762787,0.006750000175088644
0.04,0.92,0.004075000062584877,0.005574999842792749
0.04,0.93,0.03202499821782112,0.01549999974668026
0.04,0.9400000000000001,0.028824999928474426,0.015399999916553497
0.04,0.9500000000000001,0.006725000217556953,0.0076500000432133675
0.04,0.96,0.009425000287592411,0.008100000210106373
0.04,0.97,0.05914999917149544,0.026499999687075615
0.04,0.98,0.013124999590218067,0.013050000183284283
0.04,0.99,0.5666999816894531,0.026850000023841858
0.05,0.0,1.0,0.0
0.05,0.01,0.06817500293254852,0.007849999703466892
0.05,0.02,0.0001250000059371814,0.0003000000142492354
0.05,0.03,0.00019999999494757503,0.00039999998989515007
0.05,0.04,0.00032500000088475645,0.000699999975040555
0.05,0.05,0.0003000000142492354,0.0005000000237487257
0.05,0.06,0.0,0.0
0.05,0.07,0.0,0.00022499999613501132
0.05,0.08,0.00032500000088475645,0.0009250000002793968
0.05,0.09,0.001550000044517219,0.002899999963119626
0.05,0.1,0.0015750000020489097,0.0027000000700354576
0.05,0.11,0.00215000007301569,0.0034000000450760126
0.05,0.12,0.0024250000715255737,0.004100000020116568
0.05,0.13,0.0024999999441206455,0.003599999938160181
0.05,0.14,0.0012499999720603228,0.002400000113993883
0.05,0.15,0.0036750000435858965,0.005100000184029341
0.05,0.16,0.001075000036507845,0.0022249999456107616
0.05,0.17,0.0026000000070780516,0.004100000020116568
0.05,0.18,0.0032500000670552254,0.003949999809265137
0.05,0.19,0.0035500000230968,0.006074999924749136
0.05,0.2,0.0021750000305473804,0.003700000001117587
0.05,0.21,0.003449999960139394,0.005549999885261059
0.05,0.22,0.002749999985098839,0.004000000189989805
0.05,0.23,0.0032500000670552254,0.0038999998942017555
0.05,0.24,0.0016250000335276127,0.0031500000040978193
0.05,0.25,0.0062500000931322575,0.007350000087171793
0.05,0.26,0.0016749999485909939,0.002575000049546361
0.05,0.27,0.003800000064074993,0.00570000009611249
0.05,0.28,0.007625000085681677,0.008899999782443047
0.05,0.29,0.003449999960139394,0.0056500001810491085
0.05,0.3,0.0037249999586492777,0.005049999803304672
0.05,0.31,0.003449999960139394,0.006000000052154064
0.05,0.32,0.0035749999806284904,0.0062500000931322575
0.05,0.33,0.003375000087544322,0.005100000184029341
0.05,0.34,0.005750000011175871,0.009349999949336052
0.05,0.35000000000000003,0.009349999949336052,0.01054999977350235
0.05,0.36,0.006000000052154064,0.008249999955296516
0.05,0.37,0.0043750000186264515,0.006800000090152025
0.05,0.38,0.004800000227987766,0.008249999955296516
0.05,0.39,0.006750000175088644,0.00839999970048666
0.05,0.4,0.007224999833852053,0.010200000368058681
0.05,0.41000000000000003,0.005324999801814556,0.007899999618530273
0.05,0.42,0.008799999952316284,0.011599999852478504
0.05,0.43,0.00712500000372529,0.009449999779462814
0.05,0.44,0.0028750000055879354,0.0052999998442828655
0.05,0.45,0.010324999690055847,0.013399999588727951
0.05,0.46,0.007199999876320362,0.01054999977350235
0.05,0.47000000000000003,0.006974999792873859,0.00912499986588955
0.05,0.48,0.006025000009685755,0.008100000210106373
0.05,0.49,0.009674999862909317,0.012299999594688416
0.05,0.5,0.008475000038743019,0.01152500044554472
0.05,0.51,0.006099999882280827,0.008349999785423279
0.05,0.52,0.004025000147521496,0.006599999964237213
0.05,0.53,0.009800000116229057,0.013899999670684338
0.05,0.54,0.01295000035315752,0.016975000500679016
0.05,0.55,0.006649999879300594,0.009475000202655792
