PercPrey-Ini,PercPred-Ini,PercPrey-Final,PercPred-Final
0.22,0.49,0.0049749999307096004,0.0101500004529953
0.22,0.5,0.006074999924749136,0.011175000108778477
0.22,0.51,0.007699999958276749,0.015425000339746475
0.22,0.52,0.006874999962747097,0.013875000178813934
0.22,0.53,0.005900000222027302,0.012600000016391277
0.22,0.54,0.0071749999187886715,0.012725000269711018
0.22,0.55,0.00930000003427267,0.018124999478459358
0.22,0.56,0.0063749998807907104,0.012450000271201134
0.22,0.5700000000000001,0.007224999833852053,0.014100000262260437
0.22,0.58,0.01075000036507845,0.018574999645352364
0.22,0.59,0.005224999971687794,0.00982499960809946
0.22,0.6,0.00774999987334013,0.014174999669194221
0.22,0.61,0.009274999611079693,0.01797500066459179
0.22,0.62,0.009949999861419201,0.017875000834465027
0.22,0.63,0.009750000201165676,0.01742500066757202
0.22,0.64,0.0085249999538064,0.017000000923871994
0.22,0.65,0.009499999694526196,0.01759999990463257
0.22,0.66,0.010700000450015068,0.020075000822544098
0.22,0.67,0.009674999862909317,0.017474999651312828
0.22,0.68,0.012500000186264515,0.021124999970197678
0.22,0.6900000000000001,0.008299999870359898,0.016049999743700027
0.22,0.7000000000000001,0.01075000036507845,0.020925000309944153
0.22,0.71,0.009624999947845936,0.01782499998807907
0.22,0.72,0.010874999687075615,0.019449999555945396
0.22,0.73,0.006500000134110451,0.011350000277161598
0.22,0.74,0.009925000369548798,0.019349999725818634
0.22,0.75,0.010774999856948853,0.01954999938607216
0.22,0.76,0.014449999667704105,0.023250000551342964
0.22,0.77,0.013899999670684338,0.023900000378489494
0.22,0.78,0.01132499985396862,0.02019999921321869
0.22,0.79,0.010824999772012234,0.017625000327825546
0.22,0.8,0.009399999864399433,0.016699999570846558
0.22,0.81,0.011225000023841858,0.018799999728798866
0.22,0.8200000000000001,0.013100000098347664,0.021700000390410423
0.22,0.8300000000000001,0.014100000262260437,0.018950000405311584
0.22,0.84,0.010425000451505184,0.018400000408291817
0.22,0.85,0.012675000354647636,0.02017500065267086
0.22,0.86,0.008775000460445881,0.015324999578297138
0.22,0.87,0.00977499969303608,0.015049999579787254
0.22,0.88,0.012350000441074371,0.019349999725818634
0.22,0.89,0.009575000032782555,0.016950000077486038
0.22,0.9,0.01002500019967556,0.015174999833106995
0.22,0.91,0.01489999983459711,0.022700000554323196
0.22,0.92,0.009274999611079693,0.015699999406933784
0.22,0.93,0.013175000436604023,0.020224999636411667
0.22,0.9400000000000001,0.0170499999076128,0.025499999523162842
0.22,0.9500000000000001,0.014074999839067459,0.0225249994546175
0.22,0.96,0.011025000363588333,0.015850000083446503
0.22,0.97,0.011099999770522118,0.013024999760091305
0.22,0.98,0.013799999840557575,0.017999999225139618
0.22,0.99,0.0184749998152256,0.016850000247359276
0.23,0.0,1.0,0.0
0.23,0.01,0.0,0.0
0.23,0.02,0.0,0.0
0.23,0.03,0.0,0.0
0.23,0.04,0.0,0.0
0.23,0.05,0.0,0.0
0.23,0.06,0.0003000000142492354,0.0003499999875202775
0.23,0.07,9.999999747378752e-05,0.00019999999494757503
0.23,0.08,0.0006000000284984708,0.0012499999720603228
0.23,0.09,0.00022499999613501132,0.0003000000142492354
0.23,0.1,0.00022499999613501132,0.0005000000237487257
0.23,0.11,0.0006750000175088644,0.001500000013038516
0.23,0.12,0.0003499999875202775,0.0007999999797903001
0.23,0.13,0.0001250000059371814,0.0005249999812804163
0.23,0.14,0.0008500000112690032,0.0017999999690800905
0.23,0.15,0.0012000000569969416,0.0026000000070780516
0.23,0.16,0.0012750000460073352,0.0025500000920146704
0.23,0.17,0.0009500000160187483,0.002199999988079071
0.23,0.18,0.0006249999860301614,0.001500000013038516
0.23,0.19,0.0019749999046325684,0.004424999933689833
0.23,0.2,0.0015999999595806003,0.0031999999191612005
0.23,0.21,0.0019749999046325684,0.004100000020116568
0.23,0.22,0.0017750000115484,0.0038999998942017555
0.23,0.23,0.001825000043027103,0.004000000189989805
0.23,0.24,0.0022750000935047865,0.0044999998062849045
0.23,0.25,0.002400000113993883,0.004875000100582838
0.23,0.26,0.0023499999660998583,0.004749999847263098
0.23,0.27,0.002524999901652336,0.00559999980032444
0.23,0.28,0.0031500000040978193,0.006674999836832285
0.23,0.29,0.00712500000372529,0.009850000031292439
0.23,0.3,0.0029249999206513166,0.006200000178068876
0.23,0.31,0.0037499999161809683,0.007325000129640102
0.23,0.32,0.005150000099092722,0.008849999867379665
0.23,0.33,0.005400000140070915,0.009949999861419201
0.23,0.34,0.0031999999191612005,0.0066999997943639755
0.23,0.35000000000000003,0.003924999851733446,0.008024999871850014
0.23,0.36,0.003275000024586916,0.006550000049173832
0.23,0.37,0.0056500001810491085,0.01140000019222498
0.23,0.38,0.004900000058114529,0.009650000371038914
0.23,0.39,0.005824999883770943,0.012075000442564487
0.23,0.4,0.005249999929219484,0.010200000368058681
0.23,0.41000000000000003,0.007499999832361937,0.014499999582767487
0.23,0.42,0.005874999798834324,0.012125000357627869
0.23,0.43,0.006399999838322401,0.013074999675154686
0.23,0.44,0.004124999977648258,0.00774999987334013
0.23,0.45,0.006074999924749136,0.012350000441074371
0.23,0.46,0.007224999833852053,0.01334999967366457
0.23,0.47000000000000003,0.006074999924749136,0.011850000359117985
0.23,0.48,0.004650000017136335,0.009449999779462814
0.23,0.49,0.007799999788403511,0.014825000427663326
0.23,0.5,0.008124999701976776,0.01652500033378601
0.23,0.51,0.0065750000067055225,0.012400000356137753
0.23,0.52,0.0070500001311302185,0.013949999585747719
0.23,0.53,0.006949999835342169,0.014150000177323818
0.23,0.54,0.008174999617040157,0.015025000087916851
0.23,0.55,0.008124999701976776,0.015049999579787254
0.23,0.56,0.006525000091642141,0.014174999669194221
0.23,0.5700000000000001,0.006550000049173832,0.012299999594688416
0.23,0.58,0.006874999962747097,0.013500000350177288
0.23,0.59,0.008825000375509262,0.017149999737739563
0.23,0.6,0.012849999591708183,0.020250000059604645
0.23,0.61,0.006750000175088644,0.0125749995931983
0.23,0.62,0.006924999877810478,0.013325000181794167
0.23,0.63,0.008624999783933163,0.016750000417232513
0.23,0.64,0.008949999697506428,0.016899999231100082
0.23,0.65,0.006074999924749136,0.011675000190734863
0.23,0.66,0.011374999769032001,0.02174999937415123
0.23,0.67,0.009549999609589577,0.018275000154972076
0.23,0.68,0.01132499985396862,0.02187499962747097
0.23,0.6900000000000001,0.009999999776482582,0.018950000405311584
0.23,0.7000000000000001,0.007675000000745058,0.01587500050663948
0.23,0.71,0.009475000202655792,0.01772500015795231
0.23,0.72,0.01145000010728836,0.019899999722838402
0.23,0.73,0.011749999597668648,0.021124999970197678
0.23,0.74,0.010724999941885471,0.018300000578165054
0.23,0.75,0.008425000123679638,0.016300000250339508
0.23,0.76,0.008325000293552876,0.015449999831616879
0.23,0.77,0.008825000375509262,0.015575000084936619
0.23,0.78,0.009499999694526196,0.016950000077486038
0.23,0.79,0.011549999937415123,0.01940000057220459
0.23,0.8,0.007275000214576721,0.013899999670684338
0.23,0.81,0.010274999774992466,0.017999999225139618
0.23,0.8200000000000001,0.012924999929964542,0.02005000039935112
0.23,0.8300000000000001,0.013299999758601189,0.02215000055730343
0.23,0.84,0.0071000000461936,0.013775000348687172
0.23,0.85,0.01575000025331974,0.024424999952316284
0.23,0.86,0.012374999932944775,0.018850000575184822
0.23,0.87,0.01152500044554472,0.01875000074505806
0.23,0.88,0.008425000123679638,0.015150000341236591
0.23,0.89,0.01209999993443489,0.019974999129772186
0.23,0.9,0.007375000044703484,0.012900000438094139
0.23,0.91,0.020150000229477882,0.03032499924302101
0.23,0.92,0.010224999859929085,0.016599999740719795
0.23,0.93,0.013624999672174454,0.021649999544024467
0.23,0.9400000000000001,0.011900000274181366,0.018050000071525574
0.23,0.9500000000000001,0.014074999839067459,0.01875000074505806
0.23,0.96,0.02212500013411045,0.024250000715255737
0.23,0.97,0.015425000339746475,0.017750000581145287
0.23,0.98,0.008475000038743019,0.01334999967366457
0.23,0.99,0.0076500000432133675,0.010099999606609344
0.24,0.0,1.0,0.0
0.24,0.01,0.0,0.0
0.24,0.02,0.0,0.0
0.24,0.03,0.0,0.0
0.24,0.04,0.0,0.0
0.24,0.05,0.0,0.0
0.24,0.06,0.0,0.0
0.24,0.07,0.0001250000059371814,0.0003000000142492354
0.24,0.08,0.0,0.0
0.24,0.09,0.00047500000800937414,0.0010999999940395355
0.24,0.1,0.0001250000059371814,0.0003000000142492354
0.24,0.11,0.0005499999970197678,0.0010999999940395355
0.24,0.12,0.0,0.0
0.24,0.13,0.0002500000118743628,0.0006000000284984708
0.24,0.14,0.0010000000474974513,0.002400000113993883
0.24,0.15,0.0009749999735504389,0.002099999925121665
0.24,0.16,0.0011749999830499291,0.0027000000700354576
0.24,0.17,0.0014750000555068254,0.002749999985098839
0.24,0.18,0.0009749999735504389,0.0019000000320374966
0.24,0.19,0.0023250000085681677,0.0044999998062849045
0.24,0.2,0.001550000044517219,0.0034749999176710844
0.24,0.21,0.00317499996162951,0.0063749998807907104
0.24,0.22,0.002374999923631549,0.004800000227987766
0.24,0.23,0.0018749999580904841,0.003800000064074993
0.24,0.24,0.0021250001154839993,0.004674999974668026
0.24,0.25,0.0022499999031424522,0.004724999889731407
0.24,0.26,0.001724999980069697,0.003650000086054206
0.24,0.27,0.0019249999895691872,0.00432500010356307
0.24,0.28,0.003100000089034438,0.0064500002190470695
0.24,0.29,0.0017999999690800905,0.0038499999791383743
0.24,0.3,0.004149999935179949,0.00795000046491623
0.24,0.31,0.004449999891221523,0.008550000376999378
0.24,0.32,0.005274999886751175,0.010475000366568565
0.24,0.33,0.005874999798834324,0.011099999770522118
0.24,0.34,0.004025000147521496,0.008550000376999378
0.24,0.35000000000000003,0.005475000012665987,0.010475000366568565
0.24,0.36,0.005574999842792749,0.01054999977350235
0.24,0.37,0.004749999847263098,0.009650000371038914
0.24,0.38,0.004825000185519457,0.009724999777972698
0.24,0.39,0.005024999845772982,0.009800000116229057
0.24,0.4,0.004575000144541264,0.009050000458955765
0.24,0.41000000000000003,0.005375000182539225,0.011250000447034836
0.24,0.42,0.005900000222027302,0.01119999960064888
0.24,0.43,0.007550000213086605,0.015274999663233757
0.24,0.44,0.0051750000566244125,0.010250000283122063
0.24,0.45,0.00559999980032444,0.010999999940395355
0.24,0.46,0.007899999618530273,0.014499999582767487
0.24,0.47000000000000003,0.0063749998807907104,0.012900000438094139
0.24,0.48,0.005625000223517418,0.010999999940395355
0.24,0.49,0.007499999832361937,0.014150000177323818
0.24,0.5,0.006850000005215406,0.013249999843537807
0.24,0.51,0.006949999835342169,0.014000000432133675
0.24,0.52,0.006674999836832285,0.012849999591708183
0.24,0.53,0.007799999788403511,0.01484999991953373
0.24,0.54,0.00774999987334013,0.014000000432133675
0.24,0.55,0.004600000102072954,0.009800000116229057
0.24,0.56,0.0076500000432133675,0.014224999584257603
0.24,0.5700000000000001,0.009724999777972698,0.015949999913573265
0.24,0.58,0.007224999833852053,0.014449999667704105
0.24,0.59,0.009200000204145908,0.01707500033080578
0.24,0.6,0.008200000040233135,0.015625
0.24,0.61,0.009399999864399433,0.018324999138712883
0.24,0.62,0.01140000019222498,0.021324999630451202
0.24,0.63,0.009875000454485416,0.017924999818205833
0.24,0.64,0.014074999839067459,0.02215000055730343
0.24,0.65,0.009674999862909317,0.01889999955892563
0.24,0.66,0.009100000374019146,0.01707500033080578
0.24,0.67,0.009925000369548798,0.01860000006854534
0.24,0.68,0.00989999994635582,0.017100000753998756
0.24,0.6900000000000001,0.006275000050663948,0.0142000000923872
0.24,0.7000000000000001,0.008299999870359898,0.015850000083446503
0.24,0.71,0.0101500004529953,0.017875000834465027
0.24,0.72,0.01054999977350235,0.019600000232458115
0.24,0.73,0.007249999791383743,0.013375000096857548
0.24,0.74,0.009274999611079693,0.016750000417232513
0.24,0.75,0.010099999606609344,0.018650000914931297
0.24,0.76,0.007925000041723251,0.01484999991953373
0.24,0.77,0.009624999947845936,0.01627499982714653
0.24,0.78,0.014574999921023846,0.022475000470876694
0.24,0.79,0.011474999599158764,0.01942499913275242
0.24,0.8,0.010625000111758709,0.01795000024139881
0.24,0.81,0.007799999788403511,0.015425000339746475
0.24,0.8200000000000001,0.011749999597668648,0.020725000649690628
0.24,0.8300000000000001,0.009575000032782555,0.016499999910593033
0.24,0.84,0.010575000196695328,0.01652500033378601
0.24,0.85,0.012749999761581421,0.020400000736117363
0.24,0.86,0.014074999839067459,0.02367500029504299
0.24,0.87,0.015150000341236591,0.023250000551342964
0.24,0.88,0.008875000290572643,0.015549999661743641
0.24,0.89,0.011149999685585499,0.018124999478459358
0.24,0.9,0.010449999943375587,0.01549999974668026
0.24,0.91,0.010900000110268593,0.019324999302625656
0.24,0.92,0.009074999950826168,0.01640000008046627
0.24,0.93,0.009274999611079693,0.015200000256299973
0.24,0.9400000000000001,0.018400000408291817,0.024174999445676804
0.24,0.9500000000000001,0.016724999994039536,0.01954999938607216
0.24,0.96,0.02267500013113022,0.02342499978840351
0.24,0.97,0.01132499985396862,0.014949999749660492
0.24,0.98,0.01627499982714653,0.01807500049471855
0.24,0.99,0.019625000655651093,0.027400000020861626
0.25,0.0,1.0,0.0
0.25,0.01,0.0,0.0
0.25,0.02,0.0,0.0
0.25,0.03,9.999999747378752e-05,0.00019999999494757503
0.25,0.04,0.0,0.0
0.25,0.05,0.0001250000059371814,0.0003000000142492354
0.25,0.06,9.999999747378752e-05,0.0003000000142492354
0.25,0.07,0.0003499999875202775,0.0005499999970197678
0.25,0.08,0.00032500000088475645,0.0005000000237487257
0.25,0.09,0.0002500000118743628,0.0006000000284984708
0.25,0.1,0.0005000000237487257,0.0010499999625608325
0.25,0.11,0.0002500000118743628,0.0006000000284984708
0.25,0.12,0.0010999999940395355,0.0024999999441206455
0.25,0.13,0.0010999999940395355,0.002199999988079071
0.25,0.14,0.0005750000127591193,0.0012250000145286322
0.25,0.15,0.0002500000118743628,0.0006000000284984708
0.25,0.16,0.000699999975040555,0.0012000000569969416
0.25,0.17,0.00139999995008111,0.0026499999221414328
0.25,0.18,0.0012000000569969416,0.0024999999441206455
0.25,0.19,0.0017500000540167093,0.003650000086054206
0.25,0.2,0.0012000000569969416,0.002400000113993883
0.25,0.21,0.0009749999735504389,0.002300000051036477
0.25,0.22,0.001075000036507845,0.0023499999660998583
0.25,0.23,0.0015999999595806003,0.003599999938160181
0.25,0.24,0.0021750000305473804,0.0049749999307096004
0.25,0.25,0.0017750000115484,0.0034749999176710844
0.25,0.26,0.002675000112503767,0.0057749999687075615
0.25,0.27,0.0029249999206513166,0.006300000008195639
0.25,0.28,0.0035000001080334187,0.006599999964237213
0.25,0.29,0.002474999986588955,0.005100000184029341
0.25,0.3,0.0035749999806284904,0.007825000211596489
0.25,0.31,0.003650000086054206,0.007550000213086605
0.25,0.32,0.004474999848753214,0.0085249999538064
0.25,0.33,0.0019499999471008778,0.004174999892711639
0.25,0.34,0.004600000102072954,0.009425000287592411
0.25,0.35000000000000003,0.0062500000931322575,0.011500000022351742
0.25,0.36,0.003275000024586916,0.006750000175088644
0.25,0.37,0.00507500022649765,0.010250000283122063
0.25,0.38,0.005249999929219484,0.010900000110268593
0.25,0.39,0.0063749998807907104,0.012299999594688416
0.25,0.4,0.005824999883770943,0.012450000271201134
0.25,0.41000000000000003,0.005249999929219484,0.010350000113248825
0.25,0.42,0.0043750000186264515,0.009224999696016312
0.25,0.43,0.007849999703466892,0.013500000350177288
0.25,0.44,0.008875000290572643,0.016599999740719795
0.25,0.45,0.01652500033378601,0.021124999970197678
0.25,0.46,0.006750000175088644,0.013275000266730785
0.25,0.47000000000000003,0.007899999618530273,0.015375000424683094
0.25,0.48,0.0063749998807907104,0.01282500009983778
0.25,0.49,0.0063749998807907104,0.013650000095367432
0.25,0.5,0.006550000049173832,0.013175000436604023
0.25,0.51,0.00712500000372529,0.014449999667704105
0.25,0.52,0.008624999783933163,0.016349999234080315
0.25,0.53,0.008375000208616257,0.016100000590085983
0.25,0.54,0.007699999958276749,0.014174999669194221
0.25,0.55,0.005249999929219484,0.011599999852478504
0.25,0.56,0.0071749999187886715,0.014700000174343586
0.25,0.5700000000000001,0.0085249999538064,0.017525000497698784
0.25,0.58,0.008849999867379665,0.016200000420212746
0.25,0.59,0.008949999697506428,0.017875000834465027
0.25,0.6,0.011075000278651714,0.019974999129772186
0.25,0.61,0.0085249999538064,0.01655000075697899
0.25,0.62,0.008849999867379665,0.01667499914765358
0.25,0.63,0.009100000374019146,0.01730000041425228
0.25,0.64,0.009624999947845936,0.018149999901652336
0.25,0.65,0.010999999940395355,0.019474999979138374
0.25,0.66,0.011575000360608101,0.020899999886751175
0.25,0.67,0.007974999956786633,0.01477499958127737
0.25,0.68,0.009475000202655792,0.018300000578165054
0.25,0.6900000000000001,0.007575000170618296,0.013775000348687172
0.25,0.7000000000000001,0.007075000088661909,0.013650000095367432
0.25,0.71,0.00925000011920929,0.01782499998807907
0.25,0.72,0.009499999694526196,0.01769999973475933
0.25,0.73,0.011775000020861626,0.01850000023841858
0.25,0.74,0.009925000369548798,0.01665000058710575
0.25,0.75,0.0070500001311302185,0.01497500017285347
0.25,0.76,0.012350000441074371,0.022050000727176666
0.25,0.77,0.009150000289082527,0.01720000058412552
0.25,0.78,0.005524999927729368,0.011649999767541885
0.25,0.79,0.010900000110268593,0.01954999938607216
0.25,0.8,0.009724999777972698,0.016950000077486038
0.25,0.81,0.009549999609589577,0.017500000074505806
0.25,0.8200000000000001,0.008500000461935997,0.015274999663233757
0.25,0.8300000000000001,0.016325000673532486,0.026200000196695328
0.25,0.84,0.007675000000745058,0.013299999758601189
0.25,0.85,0.01269999984651804,0.02135000005364418
0.25,0.86,0.010724999941885471,0.020024999976158142
0.25,0.87,0.011300000362098217,0.019850000739097595
0.25,0.88,0.011374999769032001,0.0203000009059906
0.25,0.89,0.011274999938905239,0.0196749996393919
0.25,0.9,0.010049999691545963,0.017799999564886093
0.25,0.91,0.009600000455975533,0.01602499932050705
0.25,0.92,0.010449999943375587,0.01627499982714653
0.25,0.93,0.011950000189244747,0.019224999472498894
0.25,0.9400000000000001,0.012350000441074371,0.01834999956190586
0.25,0.9500000000000001,0.014050000347197056,0.02160000056028366
0.25,0.96,0.015324999578297138,0.022224999964237213
0.25,0.97,0.011950000189244747,0.017400000244379044
0.25,0.98,0.007199999876320362,0.010250000283122063
0.25,0.99,0.015724999830126762,0.02070000022649765
0.26,0.0,1.0,0.0
0.26,0.01,0.0,0.0
0.26,0.02,0.0,0.0
0.26,0.03,0.0,0.0
0.26,0.04,0.0002500000118743628,0.0006000000284984708
0.26,0.05,0.0,0.0
0.26,0.06,0.0,0.0
0.26,0.07,0.0002500000118743628,0.0006000000284984708
0.26,0.08,0.0001250000059371814,0.0003000000142492354
0.26,0.09,0.0,0.0
0.26,0.1,0.0001250000059371814,0.0003000000142492354
0.26,0.11,0.0,0.0
0.26,0.12,0.0006500000017695129,0.00139999995008111
0.26,0.13,0.0007249999907799065,0.001500000013038516
0.26,0.14,0.0013249999610707164,0.0026499999221414328
0.26,0.15,0.0,0.0
0.26,0.16,0.00139999995008111,0.002850000048056245
0.26,0.17,0.0005750000127591193,0.0011500000255182385
0.26,0.18,0.0011500000255182385,0.0027749999426305294
0.26,0.19,0.0022249999456107616,0.004149999935179949
0.26,0.2,0.0009250000002793968,0.0017500000540167093
0.26,0.21,0.0013500000350177288,0.0026499999221414328
0.26,0.22,0.0013500000350177288,0.002400000113993883
0.26,0.23,0.0017999999690800905,0.0038499999791383743
0.26,0.24,0.00279999990016222,0.006099999882280827
0.26,0.25,0.0026000000070780516,0.005874999798834324
0.26,0.26,0.001724999980069697,0.0037499999161809683
0.26,0.27,0.003425000002607703,0.007075000088661909
0.26,0.28,0.004050000105053186,0.007350000087171793
0.26,0.29,0.0028750000055879354,0.005900000222027302
0.26,0.3,0.0031250000465661287,0.006800000090152025
0.26,0.31,0.00570000009611249,0.010975000448524952
0.26,0.32,0.004825000185519457,0.009224999696016312
0.26,0.33,0.0030249999836087227,0.006275000050663948
0.26,0.34,0.003449999960139394,0.007449999917298555
0.26,0.35000000000000003,0.00430000014603138,0.00925000011920929
0.26,0.36,0.004025000147521496,0.008124999701976776
0.26,0.37,0.0044999998062849045,0.009750000201165676
0.26,0.38,0.005375000182539225,0.0101500004529953
0.26,0.39,0.005125000141561031,0.010449999943375587
0.26,0.4,0.005100000184029341,0.010174999944865704
0.26,0.41000000000000003,0.005900000222027302,0.012000000104308128
0.26,0.42,0.005350000225007534,0.010449999943375587
0.26,0.43,0.005675000138580799,0.011300000362098217
0.26,0.44,0.005975000094622374,0.011175000108778477
0.26,0.45,0.006225000135600567,0.012775000184774399
0.26,0.46,0.005249999929219484,0.01054999977350235
0.26,0.47000000000000003,0.006599999964237213,0.013000000268220901
0.26,0.48,0.004749999847263098,0.00937500037252903
0.26,0.49,0.004999999888241291,0.011300000362098217
0.26,0.5,0.008275000378489494,0.014674999751150608
0.26,0.51,0.008074999786913395,0.016699999570846558
0.26,0.52,0.007974999956786633,0.015949999913573265
0.26,0.53,0.007499999832361937,0.01489999983459711
0.26,0.54,0.008449999615550041,0.01652500033378601
0.26,0.55,0.006674999836832285,0.01334999967366457
0.26,0.56,0.00917499978095293,0.017550000920891762
0.26,0.5700000000000001,0.009025000035762787,0.01742500066757202
0.26,0.58,0.006525000091642141,0.013875000178813934
0.26,0.59,0.009700000286102295,0.019974999129772186
0.26,0.6,0.010724999941885471,0.019750000908970833
0.26,0.61,0.009050000458955765,0.015975000336766243
0.26,0.62,0.00800000037997961,0.01590000092983246
0.26,0.63,0.008050000295042992,0.015449999831616879
0.26,0.64,0.010049999691545963,0.01877499930560589
0.26,0.65,0.008550000376999378,0.01665000058710575
0.26,0.66,0.011350000277161598,0.019750000908970833
0.26,0.67,0.008150000125169754,0.015650000423192978
0.26,0.68,0.008899999782443047,0.017550000920891762
0.26,0.6900000000000001,0.009674999862909317,0.01720000058412552
0.26,0.7000000000000001,0.017124999314546585,0.021025000140070915
0.26,0.71,0.009949999861419201,0.019050000235438347
0.26,0.72,0.009700000286102295,0.016899999231100082
0.26,0.73,0.007449999917298555,0.015049999579787254
0.26,0.74,0.010700000450015068,0.01952500082552433
0.26,0.75,0.008574999868869781,0.01627499982714653
0.26,0.76,0.008349999785423279,0.015200000256299973
0.26,0.77,0.013399999588727951,0.02057499997317791
0.26,0.78,0.009925000369548798,0.020524999126791954
0.26,0.79,0.00559999980032444,0.011699999682605267
0.26,0.8,0.013150000013411045,0.020999999716877937
0.26,0.81,0.008550000376999378,0.016174999997019768
0.26,0.8200000000000001,0.008100000210106373,0.015425000339746475
0.26,0.8300000000000001,0.014999999664723873,0.02160000056028366
0.26,0.84,0.00937500037252903,0.01600000075995922
0.26,0.85,0.009800000116229057,0.017400000244379044
0.26,0.86,0.010224999859929085,0.019099999219179153
0.26,0.87,0.01119999960064888,0.02070000022649765
0.26,0.88,0.012275000102818012,0.0215000007301569
0.26,0.89,0.008200000040233135,0.0142000000923872
0.26,0.9,0.012849999591708183,0.02215000055730343
0.26,0.91,0.0070500001311302185,0.01217500027269125
0.26,0.92,0.009449999779462814,0.016200000420212746
0.26,0.93,0.017899999395012856,0.023000000044703484
0.26,0.9400000000000001,0.00647500017657876,0.012350000441074371
0.26,0.9500000000000001,0.009724999777972698,0.015650000423192978
0.26,0.96,0.014525000005960464,0.01912499964237213
0.26,0.97,0.00930000003427267,0.013700000010430813
0.26,0.98,0.011549999937415123,0.017650000751018524
0.26,0.99,0.011699999682605267,0.017149999737739563
0.27,0.0,1.0,0.0
0.27,0.01,0.0,0.0
0.27,0.02,0.0,0.0
0.27,0.03,0.0,0.0
0.27,0.04,0.0,0.0
0.27,0.05,0.00019999999494757503,0.00039999998989515007
0.27,0.06,0.0001250000059371814,0.0003000000142492354
0.27,0.07,0.0001250000059371814,0.0003000000142492354
0.27,0.08,0.00044999999227002263,0.0010000000474974513
0.27,0.09,0.00032500000088475645,0.000699999975040555
0.27,0.1,0.00044999999227002263,0.0010000000474974513
0.27,0.11,0.0002749999985098839,0.0005499999970197678
0.27,0.12,0.0003000000142492354,0.0006000000284984708
0.27,0.13,0.0002500000118743628,0.0006000000284984708
0.27,0.14,0.00044999999227002263,0.0010000000474974513
0.27,0.15,0.0001250000059371814,0.0003000000142492354
0.27,0.16,0.000750000006519258,0.001500000013038516
0.27,0.17,0.0012499999720603228,0.0025500000920146704
0.27,0.18,0.001449999981559813,0.002899999963119626
0.27,0.19,0.001449999981559813,0.003000000026077032
0.27,0.2,0.0010499999625608325,0.002199999988079071
0.27,0.21,0.0012499999720603228,0.0024999999441206455
0.27,0.22,0.0012499999720603228,0.00279999990016222
0.27,0.23,0.0017500000540167093,0.0038499999791383743
0.27,0.24,0.00215000007301569,0.004399999976158142
0.27,0.25,0.0016250000335276127,0.0037750001065433025
0.27,0.26,0.0021250001154839993,0.004550000187009573
0.27,0.27,0.001449999981559813,0.002850000048056245
0.27,0.28,0.0015249999705702066,0.0033499998971819878
0.27,0.29,0.0029750000685453415,0.00712500000372529
0.27,0.3,0.0031500000040978193,0.00712500000372529
0.27,0.31,0.004424999933689833,0.008999999612569809
0.27,0.32,0.003975000232458115,0.008449999615550041
0.27,0.33,0.0035500000230968,0.007499999832361937
0.27,0.34,0.0035749999806284904,0.007400000002235174
0.27,0.35000000000000003,0.003949999809265137,0.008050000295042992
0.27,0.36,0.004625000059604645,0.009475000202655792
0.27,0.37,0.0052999998442828655,0.011250000447034836
0.27,0.38,0.005350000225007534,0.01080000028014183
0.27,0.39,0.006275000050663948,0.011874999850988388
0.27,0.4,0.0048500001430511475,0.010525000281631947
0.27,0.41000000000000003,0.005125000141561031,0.009925000369548798
0.27,0.42,0.005799999926239252,0.011575000360608101
0.27,0.43,0.007300000172108412,0.01269999984651804
0.27,0.44,0.007075000088661909,0.013450000435113907
0.27,0.45,0.0070500001311302185,0.014674999751150608
0.27,0.46,0.006649999879300594,0.013574999757111073
0.27,0.47000000000000003,0.007400000002235174,0.014399999752640724
0.27,0.48,0.006725000217556953,0.013050000183284283
0.27,0.49,0.007724999915808439,0.014100000262260437
0.27,0.5,0.007275000214576721,0.012249999679625034
0.27,0.51,0.00865000020712614,0.016950000077486038
0.27,0.52,0.006275000050663948,0.012725000269711018
0.27,0.53,0.0065750000067055225,0.012849999591708183
0.27,0.54,0.005900000222027302,0.011300000362098217
0.27,0.55,0.007249999791383743,0.014375000260770321
0.27,0.56,0.009949999861419201,0.019224999472498894
0.27,0.5700000000000001,0.008249999955296516,0.015775000676512718
0.27,0.58,0.007149999961256981,0.01372500043362379
0.27,0.59,0.006949999835342169,0.014100000262260437
0.27,0.6,0.009949999861419201,0.019099999219179153
0.27,0.61,0.009475000202655792,0.018024999648332596
0.27,0.62,0.008100000210106373,0.016875000670552254
0.27,0.63,0.008550000376999378,0.016499999910593033
0.27,0.64,0.010449999943375587,0.019300000742077827
0.27,0.65,0.005799999926239252,0.01152500044554472
0.27,0.66,0.010449999943375587,0.019600000232458115
0.27,0.67,0.009399999864399433,0.017374999821186066
0.27,0.68,0.010224999859929085,0.01732500083744526
0.27,0.6900000000000001,0.008475000038743019,0.016899999231100082
0.27,0.7000000000000001,0.010499999858438969,0.019200000911951065
0.27,0.71,0.009674999862909317,0.017525000497698784
0.27,0.72,0.011125000193715096,0.01924999989569187
0.27,0.73,0.011374999769032001,0.020549999549984932
0.27,0.74,0.009050000458955765,0.017799999564886093
0.27,0.75,0.009575000032782555,0.018850000575184822
0.27,0.76,0.007199999876320362,0.013524999842047691
0.27,0.77,0.01080000028014183,0.01977499946951866
0.27,0.78,0.011075000278651714,0.01862500049173832
0.27,0.79,0.012299999594688416,0.019999999552965164
0.27,0.8,0.010950000025331974,0.019200000911951065
